Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
Original,1289 (545),276.32854926299456 (-274.57118830334355),433 (36),270.2944572748268 (-268.441578810008),1167 (1198),183.36975149957155 (-181.88159082303878)
Original,1291 (543),277.8431448489543 (-276.0857838893033),433 (36),272.0866050808314 (-270.23372661601263),1209 (1156),180.40281224152193 (-178.91465156498916)
Original,1297 (537),278.6017733230532 (-276.84441236340217),433 (36),273.878752886836 (-272.02587442201724),1260 (1105),179.26666666666668 (-177.7785059901339)
Original,1300 (534),279.83 (-278.072639040349),433 (36),275.67090069284063 (-273.81802222802185),1383 (982),171.79175704989154 (-170.30359637335877)
Original,1305 (529),280.77318007662836 (-279.01581911697735),435 (34),276.31609195402297 (-274.4632134892042),1383 (982),173.2809110629067 (-171.79275038637394)
Original,1309 (525),281.842627960275 (-280.085267000624),435 (34),278.1022988505747 (-276.2494203857559),1384 (981),174.64378612716763 (-173.15562545063486)
Original,1324 (510),281.1918429003021 (-279.4344819406511),439 (30),277.72095671981776 (-275.868078254999),1388 (977),175.98739193083574 (-174.49923125430297)
Original,1362 (472),278.76615271659324 (-277.00879175694223),442 (27),278.22285067873304 (-276.36997221391425),1399 (966),177.08470335954254 (-175.59654268300977)
Original,1366 (468),280.2887994143485 (-278.5314384546975),442 (27),279.99886877828055 (-278.14599031346177),1445 (920),174.95051903114188 (-173.4623583546091)
Original,1368 (466),281.87609649122805 (-280.11873553157704),442 (27),281.77488687782807 (-279.9220084130093),1495 (870),173.88795986622074 (-172.39979918968797)
Original,1378 (456),281.93831640058056 (-280.18095544092955),446 (23),283.07959641255604 (-281.22671794773726),1502 (863),175.23768308921439 (-173.7495224126816)
Original,1381 (453),283.21288921071687 (-281.45552825106586),452 (17),283.8694690265487 (-282.0165905617299),1543 (822),175.0900842514582 (-173.60192357492542)
Original,1391 (443),283.37958303378866 (-281.62222207413765),452 (17),285.69137168141594 (-283.83849321659716),1569 (796),174.59592096876992 (-173.10776029223715)
Original,1456 (378),275.89766483516485 (-274.14030387551384),454 (15),286.37224669603523 (-284.51936823121645),1569 (796),176.10070108349268 (-174.6125404069599)
Original,1468 (366),275.9036103542234 (-274.1462493945724),460 (9),285.6467391304348 (-283.793860665616),1576 (789),177.11865482233503 (-175.63049414580226)
Original,1479 (355),275.85868830290735 (-274.10132734325634),460 (9),287.46086956521737 (-285.6079911003986),1576 (789),178.62214467005077 (-177.133983993518)
Original,1493 (341),275.3583389149364 (-273.6009779552854),460 (9),289.275 (-287.4221215351812),1584 (781),179.56944444444446 (-178.08128376791169)
Original,1529 (305),272.70765206017006 (-270.95029110051905),460 (9),291.0891304347826 (-289.2362519699638),1584 (781),181.07165404040404 (-179.58349336387127)
Original,1535 (299),273.81368078175893 (-272.0563198221079),460 (9),292.9032608695652 (-291.0503824047464),1584 (781),182.57386363636363 (-181.08570295983085)
Original,1569 (265),271.9847036328872 (-270.2273426732362),460 (9),294.7173913043478 (-292.864512839529),1584 (781),184.07607323232324 (-182.58791255579047)
Original,1577 (257),272.63474952441345 (-270.87738856476244),460 (9),296.5315217391304 (-294.67864327431164),1584 (781),185.57828282828282 (-184.09012215175005)
Original,1577 (257),274.3855421686747 (-272.6281812090237),460 (9),298.34565217391304 (-296.49277370909425),1584 (781),187.08049242424244 (-185.59233174770966)
Original,1583 (251),275.4996841440303 (-273.7423231843793),460 (9),300.15978260869565 (-298.30690414387686),1585 (780),188.57539432176657 (-187.0872336452338)
Original,1589 (245),276.67967275015735 (-274.92231179050634),460 (9),301.97391304347826 (-300.1210345786595),1762 (603),180.38791146424518 (-178.8997507877124)
Original,1598 (236),277.10356695869837 (-275.34620599904736),460 (9),303.7880434782609 (-301.9351650134421),1986 (379),169.2837361530715 (-167.79557547653872)
Original,1598 (236),278.8513767209011 (-277.0940157612501),460 (9),305.6021739130435 (-303.7492954482247),2155 (210),163.59443155452436 (-162.1062708779916)
Original,1603 (231),279.9984404242046 (-278.2410794645536),460 (9),307.4163043478261 (-305.5634258830073),2266 (99),159.94152691968225 (-158.45336624314947)
Original,1618 (216),280.0766378244747 (-278.3192768648237),460 (9),309.2304347826087 (-307.3775563177899),2310 (55),159.94545454545454 (-158.45729386892177)
Original,1620 (214),281.54506172839507 (-279.78770076874406),460 (9),311.0445652173913 (-309.19168675257254),2313 (52),161.21487246000865 (-159.72671178347588)
Original,1622 (212),283.0098643649815 (-281.2525034053305),460 (9),312.85869565217394 (-311.00581718735515),2317 (48),162.6905481225723 (-161.20238744603952)
Original,1632 (202),283.54473039215685 (-281.78736943250584),460 (9),314.67282608695655 (-312.81994762213776),2318 (47),164.09922346850735 (-162.61106279197458)
Original,1639 (195),284.3444173276388 (-282.58705636798777),460 (9),316.4869565217391 (-314.6340780569203),2318 (47),165.57808455565143 (-164.08992387911866)
Original,1676 (158),281.96062052505965 (-280.20325956540864),461 (8),318.4457700650759 (-316.59289160025713),2355 (10),166.2063694267516 (-164.71820875021882)
Original,1683 (151),282.7364824717766 (-280.9791215121256),461 (8),320.2711496746204 (-318.4182712098016),2358 (7),167.66730279898218 (-166.1791421224494)
Original,1661 (173),286.80042143287176 (-285.04306047322075),461 (8),321.1941431670282 (-319.3412647022094),2284 (81),172.58800350262698 (-171.0998428260942)
Original,1649 (185),288.9075197089145 (-287.1501587492635),461 (8),323.01952277657267 (-321.1666443117539),2284 (81),174.10792469352015 (-172.61976401698738)
Original,1643 (191),290.86275106512477 (-289.10539010547376),461 (8),324.84490238611716 (-322.99202392129837),2277 (88),175.8673693456302 (-174.37920866909744)
Original,1625 (209),293.3073846153846 (-291.5500236557336),458 (11),327.56113537117903 (-325.70825690636025),2266 (99),177.263680494263 (-175.77551981773024)
Original,1621 (213),295.3241826033313 (-293.56682164368027),458 (11),329.3875545851528 (-327.53467612033404),2266 (99),178.78883495145632 (-177.30067427492355)
Original,1578 (256),293.865969581749 (-292.108608622098),458 (11),331.2139737991266 (-329.36109533430783),2247 (118),180.29350244770805 (-178.80534177117528)
Original,1578 (256),295.55735107731306 (-293.79999011766205),458 (11),333.0403930131004 (-331.1875145482816),2247 (118),181.8177570093458 (-180.32959633281303)
Original,1569 (265),297.3604206500956 (-295.6030596904446),458 (11),334.86681222707426 (-333.0139337622555),2247 (118),183.34201157098354 (-181.85385089445077)
Original,1546 (288),299.77813712807244 (-298.02077616842143),458 (11),336.632096069869 (-334.77921760505023),2240 (125),184.90379464285715 (-183.41563396632438)
Original,1542 (292),301.82101167315176 (-300.06365071350075),449 (20),339.8173719376392 (-337.96449347282044),2215 (150),187.1194130925508 (-185.63125241601801)
Original,1541 (293),303.5600259571707 (-301.8026649975197),449 (20),341.6380846325167 (-339.78520616769794),2215 (150),188.64830699774265 (-187.16014632120988)
Original,1536 (298),305.6653645833333 (-303.9080036236823),449 (20),343.4587973273942 (-341.60591886257544),2215 (150),190.17720090293454 (-188.68904022640177)
Original,1516 (318),308.44492084432716 (-306.68755988467615),444 (25),343.4583333333333 (-341.6054548685145),2215 (150),191.7060948081264 (-190.21793413159364)
Original,1504 (330),311.79521276595744 (-310.03785180630643),442 (27),345.7975113122172 (-343.9446328473984),2213 (152),193.1818798011749 (-191.69371912464212)
Original,1456 (378),316.43440934065933 (-314.6770483810083),439 (30),346.11731207289296 (-344.26443360807417),2028 (337),195.1087278106509 (-193.62056713411812)
Original,1455 (379),318.1824742268041 (-316.4251132671531),424 (45),349.7393867924528 (-347.88650832763403),2020 (345),196.09158415841586 (-194.60342348188308)
Original,1452 (382),319.53271349862257 (-317.77535253897156),422 (47),352.0781990521327 (-350.2253205873139),1958 (407),198.4481613891726 (-196.96000071263984)
Original,1451 (383),321.23259820813234 (-319.47523724848133),422 (47),353.8483412322275 (-351.9954627674087),1910 (455),202.06387434554975 (-200.57571366901698)
Original,1451 (383),322.91488628532045 (-321.15752532566944),415 (54),352.1759036144578 (-350.323025149639),1910 (455),203.57984293193718 (-202.0916822554044)
Original,1447 (387),325.1074637180373 (-323.3501027583863),408 (61),356.93014705882354 (-355.07726859400475),1864 (501),204.52467811158797 (-203.0365174350552)
Original,1432 (402),327.8460195530726 (-326.0886585934216),399 (70),360.6390977443609 (-358.78621927954214),1813 (552),206.4958632101489 (-205.00770253361614)
Original,1430 (404),329.7576923076923 (-328.0003313480413),399 (70),362.328320802005 (-360.4754423371862),1767 (598),210.776740237691 (-209.28857956115823)
Original,1426 (408),331.95266479663394 (-330.19530383698293),399 (70),364.0175438596491 (-362.1646653948303),1719 (646),211.41157649796392 (-209.92341582143115)
Original,1423 (411),334.22276879831344 (-332.46540783866243),399 (70),365.70676691729324 (-363.85388845247445),1580 (785),219.30917721518986 (-217.8210165386571)
Original,1418 (416),336.7045133991537 (-334.9471524395027),397 (72),368.9697732997481 (-367.1168948349293),1580 (785),220.81582278481014 (-219.32766210827737)
Original,1414 (420),339.21357850070723 (-337.4562175410562),397 (72),370.6649874055416 (-368.8121089407228),1579 (786),222.4632678910703 (-220.97510721453753)
Original,1358 (476),346.21318114874816 (-344.45582018909715),390 (79),376.8128205128205 (-374.9599420480017),1564 (801),223.72506393861892 (-222.23690326208614)
Original,1356 (478),348.36467551622417 (-346.60731455657316),390 (79),378.51794871794874 (-376.66507025312995),1564 (801),225.22506393861892 (-223.73690326208614)
Original,1354 (480),349.4689807976366 (-347.7116198379856),390 (79),380.2230769230769 (-378.37019845825813),1527 (838),228.40406024885397 (-226.9158995723212)
Original,1350 (484),351.7811111111111 (-350.0237501514601),390 (79),381.92820512820515 (-380.07532666338636),1470 (895),232.11428571428573 (-230.62612503775296)
Original,1341 (493),355.22856077554064 (-353.47119981588963),384 (85),384.4427083333333 (-382.5898298685145),1466 (899),232.91234652114596 (-231.4241858446132)
Original,1325 (509),360.2079245283019 (-358.45056356865086),378 (91),385.78968253968253 (-383.93680407486374),1392 (973),238.32004310344828 (-236.8318824269155)
Original,1303 (531),365.41903300076746 (-363.66167204111645),378 (91),387.43650793650795 (-385.58362947168916),1392 (973),239.8128591954023 (-238.32469851886952)
Original,1270 (564),371.5181102362205 (-369.76074927656947),377 (92),389.8209549071618 (-387.96807644234303),1392 (973),241.3056752873563 (-239.81751461082354)
Original,1256 (578),376.3996815286624 (-374.6423205690114),370 (99),395.9027027027027 (-394.0498242378839),1385 (980),243.3505415162455 (-241.86238083971273)
Original,1246 (588),380.5634028892456 (-378.8060419295946),370 (99),397.5554054054054 (-395.7025269405866),1385 (980),244.8447653429603 (-243.35660466642753)
Original,1227 (607),387.37775061124694 (-385.62038965159593),370 (99),399.2081081081081 (-397.3552296432893),1377 (988),246.9713144517066 (-245.48315377517383)
Original,1187 (647),397.02106149957876 (-395.26370053992775),370 (99),400.8608108108108 (-399.007932345992),1377 (988),248.46695715323168 (-246.9787964766989)
Original,1156 (678),402.16392733564015 (-400.40656637598914),370 (99),402.37297297297295 (-400.52009450815416),1377 (988),249.96259985475672 (-248.47443917822395)
Original,1150 (684),405.26652173913044 (-403.50916077947943),370 (99),404.0256756756757 (-402.1727972108569),1377 (988),251.45824255628176 (-249.970081879749)
Original,1150 (684),407.03608695652173 (-405.2787259968707),370 (99),405.6783783783784 (-403.8254999135596),1377 (988),252.95388525780683 (-251.46572458127406)
Original,1132 (702),412.4695229681979 (-410.7121620085469),370 (99),406.7472972972973 (-404.8944188324785),1276 (1089),259.56112852664575 (-258.072967850113)
Original,1125 (709),416.40222222222224 (-414.6448612625712),370 (99),408.34594594594597 (-406.4930674811272),1131 (1234),272.2802829354554 (-270.79212225892263)
Original,1121 (713),419.2988403211418 (-417.5414793614908),370 (99),409.99864864864867 (-408.1457701838299),1005 (1360),286.92985074626864 (-285.4416900697359)
Original,1121 (713),421.0437109723461 (-419.2863500126951),370 (99),411.65135135135137 (-409.7984728865326),821 (1544),320.7429963459196 (-319.25483566938686)
Original,1110 (724),424.381981981982 (-422.624621022331),370 (99),413.2608108108108 (-411.40793234599204),634 (1731),384.9692429022082 (-383.48108222567544)
Original,1098 (736),429.0997267759563 (-427.3423658163053),370 (99),414.9135135135135 (-413.06063504869473),633 (1732),387.1603475513428 (-385.67218687481005)
Original,1090 (744),433.5922018348624 (-431.8348408752114),368 (101),418.7758152173913 (-416.9229367525725),626 (1739),391.0583067092652 (-389.57014603273245)
Original,1089 (745),435.7020202020202 (-433.9446592423692),368 (101),420.4266304347826 (-418.57375196996384),626 (1739),392.6397763578275 (-391.15161568129474)
Original,1089 (745),437.44765840220384 (-435.69029744255283),368 (101),422.07744565217394 (-420.22456718735515),626 (1739),394.2212460063898 (-392.73308532985703)
Original,1079 (755),441.7316960148286 (-439.97433505517756),368 (101),423.7282608695652 (-421.8753824047464),625 (1740),396.436 (-394.94783932346724)
Original,1027 (807),459.15335929892893 (-457.3959983392779),365 (104),426.8150684931507 (-424.9621900283319),602 (1763),404.2566445182724 (-402.7684838417397)
Original,1012 (822),465.60128458498025 (-463.84392362532924),365 (104),428.44931506849315 (-426.59643660367436),585 (1780),411.33931623931625 (-409.8511555627835)
Original,1012 (822),467.36610671936756 (-465.60874575971656),365 (104),430.0835616438356 (-428.2306831790168),585 (1780),412.8888888888889 (-411.40072821235617)
Original,1047 (787),453.6002865329513 (-451.8429255733003),365 (104),431.7178082191781 (-429.8649297543593),585 (1780),414.4384615384615 (-412.9503008619288)
Original,1089 (745),443.8324150596878 (-442.07505410003677),367 (102),431.29291553133515 (-429.44003706651637),585 (1780),415.9880341880342 (-414.49987351150145)
Original,1047 (787),457.16380133715376 (-455.40644037750275),365 (104),434.986301369863 (-433.1334229050442),585 (1780),417.53760683760686 (-416.0494461610741)
Original,1058 (776),455.51370510396976 (-453.75634414431875),367 (102),435.48365122615803 (-433.63077276133924),598 (1767),413.0267558528428 (-411.5385951763101)
Original,1047 (787),460.7239732569245 (-458.9666122972735),365 (104),438.25479452054793 (-436.40191605572915),585 (1780),420.63675213675214 (-419.1485914602194)
Original,1058 (776),459.0500945179584 (-457.2927335583074),367 (102),438.7452316076294 (-436.89235314281063),598 (1767),416.08528428093643 (-414.5971236044037)
Original,1047 (787),464.28414517669535 (-462.52678421704434),365 (104),441.5232876712329 (-439.6704092064141),585 (1780),423.7358974358974 (-422.24773675936467)
Original,1071 (763),457.8613445378151 (-456.1039835781641),367 (102),442.01771117166214 (-440.16483270684336),660 (1705),384.04848484848486 (-382.5603241719521)
Original,1082 (752),457.6067467652495 (-455.8493858055985),367 (102),443.6539509536785 (-441.8010724888597),660 (1705),385.4825757575758 (-383.99441508104303)
Original,1093 (741),456.0658737419945 (-454.3085127823435),369 (100),444.1341463414634 (-442.2812678766446),673 (1692),382.20059435364044 (-380.7124336771077)
Original,1070 (764),465.36915887850466 (-463.61179791885365),367 (102),446.89373297002726 (-445.0408545052085),598 (1767),423.71822742474916 (-422.2300667482164)
Original,1058 (776),469.6592627599244 (-467.9019018002734),367 (102),448.5299727520436 (-446.6770942872248),598 (1767),425.2608695652174 (-423.77270888868463)
Original,1047 (787),474.96466093600765 (-473.20729997635664),365 (104),451.32876712328766 (-449.4758886584689),585 (1780),433.03333333333336 (-431.5451726568006)
Original,1012 (822),492.05632411067194 (-490.2989631510209),365 (104),452.96301369863016 (-451.1101352338114),585 (1780),434.58290598290597 (-433.0947453063732)
