Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
Original,4477 (291),177.90585213312485 (-176.19486220023896),1803 (16),224.02828618968385 (-222.59728014240514),2424 (59),209.68337458745876 (-208.143503463818)
Original,4448 (320),180.41782823741008 (-178.70683830452418),1803 (16),225.4606211869107 (-224.029615139632),2423 (60),211.2777548493603 (-209.73788372571954)
Original,4436 (332),182.56819206492335 (-180.85720213203746),1803 (16),226.89295618413755 (-225.46195013685883),2423 (60),212.80623194387124 (-211.2663608202305)
Original,4425 (343),184.61401129943502 (-182.90302136654913),1803 (16),228.3252911813644 (-226.8942851340857),2423 (60),214.33470903838216 (-212.7948379147414)
Original,4411 (357),186.83835864883247 (-185.12736871594657),1803 (16),229.75762617859124 (-228.32662013131252),2416 (67),216.36568708609272 (-214.82581596245197)
Original,4393 (375),189.23378101525154 (-187.52279108236564),1803 (16),231.18996117581807 (-229.75895512853936),2416 (67),217.89403973509934 (-216.3541686114586)
Original,4390 (378),191.05854214123008 (-189.34755220834418),1803 (16),232.62229617304493 (-231.19129012576622),2416 (67),219.42239238410596 (-217.8825212604652)
Original,4381 (387),193.06847751654874 (-191.35748758366285),1803 (16),234.05463117027176 (-232.62362512299305),2416 (67),220.95074503311258 (-219.41087390947183)
Original,4362 (406),195.46618523613023 (-193.75519530324434),1799 (20),235.96553640911617 (-234.53453036183745),2416 (67),222.4790976821192 (-220.93922655847845)
Original,4348 (420),197.62764489420422 (-195.91665496131833),1799 (20),237.399388549194 (-235.96838250191527),2416 (67),224.00745033112582 (-222.46757920748507)
