Package Variant,Total Gadgets,ROP Gadgets,JOP Gadgets,COP Gadgets,Special Purpose Gadgets
Original,1963,1742,101,104,16
Original,150 (1813; 92.4%),34 (1708; 98.0%),38 (63; 62.4%),72 (32; 30.8%),6 (10; 62.5%)
Original,298 (1665; 84.8%),164 (1578; 90.6%),47 (54; 53.5%),78 (26; 25.0%),9 (7; 43.8%)
Original,1910 (53; 2.7%),1691 (51; 2.9%),101 (0; 0.0%),102 (2; 1.9%),16 (0; 0.0%)
Original,1919 (44; 2.2%),1700 (42; 2.4%),101 (0; 0.0%),102 (2; 1.9%),16 (0; 0.0%)
Original,1910 (53; 2.7%),1691 (51; 2.9%),101 (0; 0.0%),102 (2; 1.9%),16 (0; 0.0%)
