Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
Original,1742,1.912743972445465,101,2.1534653465346536,104,1.9230769230769231
Original,34 (1708),4.0 (-2.087256027554535),38 (63),3.6052631578947367 (-1.4517978113600831),72 (32),4.194444444444445 (-2.2713675213675213)
Original,164 (1578),3.3445121951219514 (-1.4317682226764865),47 (54),5.4787234042553195 (-3.325258057720666),78 (26),6.012820512820513 (-4.089743589743589)
Original,1691 (51),4.037847427557658 (-2.125103455112193),101 (0),5.920792079207921 (-3.767326732673267),102 (2),6.921568627450981 (-4.998491704374057)
Original,1700 (42),5.958235294117647 (-4.045491321672182),101 (0),8.074257425742575 (-5.920792079207921),102 (2),8.862745098039216 (-6.939668174962293)
Original,1691 (51),7.894736842105263 (-5.981992869659798),101 (0),10.227722772277227 (-8.074257425742573),102 (2),10.803921568627452 (-8.880844645550528)
