Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
Original,3569 (1706),149.79181843653686 (-148.03295587729514),2012 (336),241.66302186878727 (-239.92792817202405),2497 (693),216.81377653183822 (-215.17584549735545)
Original,3618 (1657),149.39110005527917 (-147.63223749603745),2015 (333),242.9942928039702 (-241.259199107207),2497 (693),218.43071686023228 (-216.79278582574952)
Original,3667 (1608),149.1175347695664 (-147.35867221032467),2018 (330),244.32656095143707 (-242.59146725467386),2498 (692),219.9595676541233 (-218.32163661964054)
Original,3694 (1581),149.67514889009203 (-147.9162863308503),2018 (330),246.01660059464817 (-244.28150689788495),2590 (600),213.77548262548262 (-212.13755159099986)
Original,3790 (1485),147.57532981530343 (-145.8164672560617),2023 (325),247.09540286702915 (-245.36030917026594),2652 (538),210.43947963800906 (-208.8015486035263)
Original,3839 (1436),147.4458192237562 (-145.68695666451447),2040 (308),246.74583333333334 (-245.01073963657012),2675 (515),210.247476635514 (-208.60954560103124)
Original,3891 (1384),147.22449241840144 (-145.46562985915972),2058 (290),246.29931972789115 (-244.56422603112793),2675 (515),211.85401869158878 (-210.21608765710602)
Original,3901 (1374),148.5745962573699 (-146.81573369812818),2058 (290),248.00242954324588 (-246.26733584648267),2676 (514),213.38079222720478 (-211.74286119272202)
Original,3906 (1369),150.11149513568867 (-148.35263257644695),2058 (290),249.37609329446065 (-247.64099959769743),2676 (514),214.98673393124065 (-213.3488028967579)
Original,3910 (1365),151.68286445012788 (-149.92400189088616),2058 (290),250.76724975704568 (-249.03215606028246),2676 (514),216.59267563527652 (-214.95474460079376)
Original,4042 (1233),148.4725383473528 (-146.7136757881111),2058 (290),252.47035957240038 (-250.73526587563717),2691 (499),217.00167224080266 (-215.3637412063199)
Original,4154 (1121),146.2568608570053 (-144.4979982977636),2058 (290),254.1734693877551 (-252.43837569099188),2691 (499),218.60832404310665 (-216.9703930086239)
Original,4170 (1105),147.43129496402878 (-145.67243240478706),2065 (283),255.0363196125908 (-253.3012259158276),2691 (499),220.21497584541063 (-218.57704481092787)
Original,4177 (1098),148.74694757002632 (-146.9880850107846),2065 (283),256.747215496368 (-255.0121217996048),2691 (499),221.8216276477146 (-220.18369661323183)
Original,4179 (1096),150.33991385498922 (-148.5810512957475),2065 (283),258.4581113801453 (-256.72301768338207),2691 (499),223.42827945001858 (-221.79034841553582)
Original,4188 (1087),151.75143266475644 (-149.99257010551472),2066 (282),260.0430784123911 (-258.30798471562787),2691 (499),224.98030471943517 (-223.3423736849524)
Original,4208 (1067),152.70449144486693 (-150.9456288856252),2067 (281),261.39864537977746 (-259.66355168301425),2717 (473),224.02999631947 (-222.39206528498724)
Original,4210 (1065),154.3604513064133 (-152.60158874717158),2067 (281),263.1107885824867 (-261.3756948857235),2717 (473),225.6315789473684 (-223.99364791288565)
Original,4231 (1044),155.33715433703617 (-153.57829177779445),2078 (270),263.4446583253128 (-261.7095646285496),2729 (461),226.25522169292782 (-224.61729065844506)
Original,4242 (1033),156.66725601131543 (-154.9083934520737),2078 (270),265.1595283926853 (-263.42443469592206),2729 (461),227.8603884206669 (-226.22245738618415)
Original,4247 (1028),158.21685895926535 (-156.45799640002363),2078 (270),266.87439846005776 (-265.13930476329455),2729 (461),229.465555148406 (-227.82762411392324)
Original,4271 (1004),159.07234839616015 (-157.31348583691843),2081 (267),268.20446900528594 (-266.46937530852273),2776 (414),227.22586455331412 (-225.58793351883136)
Original,4327 (948),158.75202218627226 (-156.99315962703054),2083 (265),269.65890542486795 (-267.92381172810474),2791 (399),227.62128269437477 (-225.983351659892)
Original,4366 (909),159.08508932661476 (-157.32622676737304),2090 (258),270.4744019138756 (-268.7393082171124),2792 (398),229.1497134670487 (-227.51178243256595)
Original,4374 (901),160.52766346593506 (-158.76880090669334),2090 (258),272.18684210526317 (-270.45174840849995),2792 (398),230.7593123209169 (-229.12138128643414)
Original,4377 (898),162.14827507425176 (-160.38941251501004),2090 (258),273.8992822966507 (-272.1641885998875),2792 (398),232.3689111747851 (-230.73098014030234)
Original,4387 (888),163.515728288124 (-161.75686572888227),2090 (258),275.61172248803825 (-273.87662879127504),2798 (392),233.48534667619728 (-231.84741564171452)
Original,4392 (883),165.06454918032787 (-163.30568662108615),2090 (258),277.32416267942585 (-275.58906898266264),2821 (369),233.2080822403403 (-231.57015120585754)
Original,4401 (874),166.46250852079072 (-164.703645961549),2091 (257),278.9060258249641 (-277.1709321282009),2836 (354),233.611071932299 (-231.97314089781625)
Original,4410 (865),167.8592970521542 (-166.10043449291248),2097 (251),279.8290414878398 (-278.0939477910766),2864 (326),232.96717877094972 (-231.32924773646695)
Original,4412 (863),169.5163191296464 (-167.75745657040468),2097 (251),281.54434907010017 (-279.80925537333695),2873 (317),233.8663418029934 (-232.22841076851063)
Original,4489 (786),168.3761416796614 (-166.61727912041968),2111 (237),281.42799621032685 (-279.69290251356364),3002 (188),225.52981345769487 (-223.8918824232121)
Original,4506 (769),169.48213493120284 (-167.72327237196112),2116 (232),282.5018903591682 (-280.766796662405),3002 (188),227.17788141239174 (-225.53995037790898)
Original,4532 (743),170.25154457193293 (-168.4926820126912),2117 (231),284.1067548417572 (-282.371661144994),3002 (188),228.8259493670886 (-227.18801833260585)
Original,4586 (689),169.91724814653293 (-168.1583855872912),2153 (195),281.1105434277752 (-279.375449731012),3014 (176),229.57365627073656 (-227.9357252362538)
Original,4589 (686),171.4538025713663 (-169.6949400121246),2153 (195),282.8406874129122 (-281.105593716149),3014 (176),231.2237889847379 (-229.58585795025513)
Original,4735 (540),167.86177402323125 (-166.10291146398953),2218 (130),276.30162308385934 (-274.5665293870961),3018 (172),232.56527501656726 (-230.9273439820845)
Original,4737 (538),169.53335444374076 (-167.77449188449904),2218 (130),278.01623083859334 (-276.28113714183013),3018 (172),234.21322067594434 (-232.57528964146158)
Original,4739 (536),171.20373496518252 (-169.4448724059408),2223 (125),279.1075123706703 (-277.3724186739071),3018 (172),235.8611663353214 (-234.22323530083864)
Original,4740 (535),172.90949367088606 (-171.15063111164434),2228 (120),280.19681328545784 (-278.4617195886946),3019 (171),237.43309042729382 (-235.79515939281106)
Original,4741 (534),174.61411094705758 (-172.85524838781586),2228 (120),281.90956014362655 (-280.17446644686333),3019 (171),239.08181517058628 (-237.44388413610352)
Original,4779 (496),174.98556183301946 (-173.22669927377774),2243 (105),281.7438698172091 (-280.0087761204459),3019 (171),240.73053991387877 (-239.092608879396)
Original,4788 (487),176.4046574770259 (-174.64579491778417),2243 (105),283.45430227374055 (-281.71920857697734),3019 (171),242.37926465717126 (-240.7413336226885)
Original,4794 (481),177.9287651230705 (-176.16990256382877),2243 (105),285.16473473027196 (-283.42964103350874),3019 (171),244.02798940046372 (-242.39005836598096)
Original,4797 (478),179.56024598707526 (-177.80138342783354),2243 (105),286.87516718680337 (-285.14007349004015),3019 (171),245.67671414375621 (-244.03878310927345)
Original,4806 (469),180.97409488139826 (-179.21523232215654),2245 (103),288.3329621380846 (-286.5978684413214),3019 (171),247.3254388870487 (-245.68750785256594)
Original,4807 (468),182.68119409194924 (-180.92233153270752),2249 (99),289.54690973766117 (-287.81181604089795),3019 (171),248.97416363034117 (-247.3362325958584)
Original,4808 (467),184.3882071547421 (-182.62934459550038),2249 (99),291.26433970653625 (-289.52924600977303),3019 (171),250.62288837363366 (-248.9849573391509)
Original,4827 (448),185.42106898694843 (-183.6622064277067),2258 (90),291.83613817537645 (-290.10104447861323),3019 (171),252.27161311692615 (-250.63368208244339)
Original,4827 (448),187.1692562668324 (-185.41039370759069),2264 (84),292.78423144876325 (-291.04913775200004),3019 (171),253.9203378602186 (-252.28240682573585)
Original,4838 (437),188.49679619677553 (-186.7379336375338),2271 (77),293.61074416556585 (-291.87565046880263),3019 (171),255.5690626035111 (-253.93113156902834)
Original,4849 (426),189.82109713342956 (-188.06223457418784),2271 (77),295.3322324966975 (-293.59713879993427),3019 (171),257.21778734680356 (-255.5798563123208)
Original,4877 (398),190.49169571457864 (-188.73283315533692),2301 (47),293.245110821382 (-291.5100171246188),3054 (136),255.92960052390308 (-254.29166948942031)
Original,4923 (352),190.48496851513306 (-188.72610595589134),2315 (33),293.2144708423326 (-291.4793771455694),3065 (125),256.6642740619902 (-255.02634302750747)
Original,4923 (352),192.23806621978468 (-190.47920366054296),2316 (32),294.8240500863558 (-293.08895638959257),3065 (125),258.310277324633 (-256.67234629015024)
Original,4924 (351),193.95339155158408 (-192.19452899234236),2317 (31),296.4348295209322 (-294.699735824169),3065 (125),259.95628058727567 (-258.31834955279294)
Original,4924 (351),195.7069455727051 (-193.9480830134634),2317 (31),298.17026327147175 (-296.43516957470854),3065 (125),261.6022838499184 (-259.9643528154357)
Original,4924 (351),197.46049959382617 (-195.70163703458445),2318 (30),299.7763157894737 (-298.0412220927105),3065 (125),263.2482871125612 (-261.61035607807844)
Original,4928 (347),199.05357142857142 (-197.2947088693297),2318 (30),301.51100086281275 (-299.77590716604954),3079 (111),263.7080220850926 (-262.07009105060985)
Original,4958 (317),199.61567164179104 (-197.85680908254932),2322 (26),302.728466838932 (-300.99337314216876),3086 (104),264.1950745301361 (-262.55714349565335)
Original,5044 (231),197.9975218080888 (-196.23865924884709),2327 (21),303.8231628706489 (-302.0880691738857),3108 (82),263.9739382239382 (-262.3360071894555)
Original,5050 (225),199.5170297029703 (-197.75816714372857),2327 (21),305.5610227761066 (-303.8259290793434),3111 (79),265.3651558984249 (-263.7272248639422)
Original,5162 (113),196.78438589693917 (-195.02552333769745),2343 (5),305.2140418267179 (-303.4789481299547),3138 (52),264.742511153601 (-263.1045801191183)
Original,5128 (147),200.0205733229329 (-198.26171076369118),2337 (11),307.72721437740694 (-305.9921206806437),3138 (52),266.38718929254304 (-264.7492582580603)
Original,5157 (118),200.55681597828195 (-198.79795341904023),2337 (11),309.46191698759094 (-307.7268232908277),3144 (46),267.5229007633588 (-265.88496972887606)
Original,5179 (96),201.3904228615563 (-199.63156030231457),2340 (8),310.8070512820513 (-309.0719575852881),3190 (0),265.24435736677117 (-263.60642633228844)
Original,5157 (118),204.0735892961024 (-202.31472673686068),2337 (11),312.93132220795894 (-311.1962285111957),3144 (46),270.8077290076336 (-269.1697979731509)
Original,5128 (147),207.03870904836194 (-205.27984648912022),2337 (11),314.66602481814294 (-312.93093112137973),3138 (52),272.9651051625239 (-271.3271741280412)
